Formatted_DATE,Settlement Point Price
2019-03-01 23:00:00,20.57
2019-03-02 00:00:00,20.81
2019-03-02 01:00:00,20.59
2019-03-02 02:00:00,19.4
2019-03-02 03:00:00,18.57
2019-03-02 04:00:00,18.91
2019-03-02 05:00:00,19.69
2019-03-02 06:00:00,20.38
2019-03-02 07:00:00,22.1
2019-03-02 08:00:00,24.47
2019-03-02 09:00:00,27.9
2019-03-02 10:00:00,34.24
2019-03-02 11:00:00,30.82
2019-03-02 12:00:00,28.76
2019-03-02 13:00:00,26.1
2019-03-02 14:00:00,23.71
2019-03-02 15:00:00,22.99
2019-03-02 16:00:00,23.39
2019-03-02 17:00:00,21.19
2019-03-02 18:00:00,23.45
2019-03-02 19:00:00,29.02
2019-03-02 20:00:00,24.22
2019-03-02 21:00:00,24.02
2019-03-02 22:00:00,23.88
2019-03-02 23:00:00,22.53
2019-03-03 00:00:00,21.65
2019-03-03 01:00:00,23.25
2019-03-03 02:00:00,22.11
2019-03-03 03:00:00,21.85
2019-03-03 04:00:00,19.98
2019-03-03 05:00:00,21.61
2019-03-03 06:00:00,17.51
2019-03-03 07:00:00,20.91
2019-03-03 08:00:00,21.62
2019-03-03 09:00:00,21.69
2019-03-03 10:00:00,21.87
2019-03-03 11:00:00,21.2
2019-03-03 12:00:00,21.61
2019-03-03 13:00:00,23.04
2019-03-03 14:00:00,22.34
2019-03-03 15:00:00,22.71
2019-03-03 16:00:00,22.79
2019-03-03 17:00:00,23.17
2019-03-03 18:00:00,25.0
2019-03-03 19:00:00,29.32
2019-03-03 20:00:00,30.76
2019-03-03 21:00:00,31.05
2019-03-03 22:00:00,30.91
2019-03-03 23:00:00,24.17
2019-03-04 00:00:00,23.87
2019-03-04 01:00:00,21.62
2019-03-04 02:00:00,22.08
2019-03-04 03:00:00,22.52
2019-03-04 04:00:00,23.27
2019-03-04 05:00:00,27.51
2019-03-04 06:00:00,34.86
2019-03-04 07:00:00,70.83
2019-03-04 08:00:00,66.08
2019-03-04 09:00:00,59.7
2019-03-04 10:00:00,62.14
2019-03-04 11:00:00,56.0
2019-03-04 12:00:00,51.53
2019-03-04 13:00:00,43.4
2019-03-04 14:00:00,40.17
2019-03-04 15:00:00,37.43
2019-03-04 16:00:00,39.01
2019-03-04 17:00:00,42.51
2019-03-04 18:00:00,90.48
2019-03-04 19:00:00,167.16
2019-03-04 20:00:00,116.96
2019-03-04 21:00:00,95.91
2019-03-04 22:00:00,60.0
2019-03-04 23:00:00,39.96
2019-03-05 00:00:00,33.65
2019-03-05 01:00:00,33.48
2019-03-05 02:00:00,34.4
2019-03-05 03:00:00,36.11
2019-03-05 04:00:00,35.38
2019-03-05 05:00:00,42.43
2019-03-05 06:00:00,77.37
2019-03-05 07:00:00,676.5
2019-03-05 08:00:00,570.44
2019-03-05 09:00:00,217.33
2019-03-05 10:00:00,80.04
2019-03-05 11:00:00,50.0
2019-03-05 12:00:00,43.98
2019-03-05 13:00:00,36.66
2019-03-05 14:00:00,32.45
2019-03-05 15:00:00,31.0
2019-03-05 16:00:00,30.9
2019-03-05 17:00:00,33.23
2019-03-05 18:00:00,36.97
2019-03-05 19:00:00,54.63
2019-03-05 20:00:00,50.0
2019-03-05 21:00:00,43.55
2019-03-05 22:00:00,38.99
2019-03-05 23:00:00,33.05
2019-03-06 00:00:00,31.72
2019-03-06 01:00:00,25.52
2019-03-06 02:00:00,25.41
2019-03-06 03:00:00,25.21
2019-03-06 04:00:00,24.7
2019-03-06 05:00:00,27.59
2019-03-06 06:00:00,36.65
2019-03-06 07:00:00,95.91
2019-03-06 08:00:00,51.58
2019-03-06 09:00:00,34.85
2019-03-06 10:00:00,31.98
2019-03-06 11:00:00,29.07
2019-03-06 12:00:00,25.53
2019-03-06 13:00:00,22.97
2019-03-06 14:00:00,20.94
2019-03-06 15:00:00,20.31
2019-03-06 16:00:00,19.62
2019-03-06 17:00:00,20.39
2019-03-06 18:00:00,23.0
2019-03-06 19:00:00,31.95
2019-03-06 20:00:00,29.8
2019-03-06 21:00:00,23.88
2019-03-06 22:00:00,23.14
2019-03-06 23:00:00,23.53
2019-03-07 00:00:00,22.63
2019-03-07 01:00:00,16.12
2019-03-07 02:00:00,15.62
2019-03-07 03:00:00,15.05
2019-03-07 04:00:00,15.05
2019-03-07 05:00:00,16.3
2019-03-07 06:00:00,19.95
2019-03-07 07:00:00,31.19
2019-03-07 08:00:00,35.45
2019-03-07 09:00:00,31.2
2019-03-07 10:00:00,29.01
2019-03-07 11:00:00,26.25
2019-03-07 12:00:00,24.41
2019-03-07 13:00:00,22.26
2019-03-07 14:00:00,20.05
2019-03-07 15:00:00,20.43
2019-03-07 16:00:00,20.08
2019-03-07 17:00:00,20.54
2019-03-07 18:00:00,20.68
2019-03-07 19:00:00,25.59
2019-03-07 20:00:00,22.71
2019-03-07 21:00:00,21.76
2019-03-07 22:00:00,20.29
2019-03-07 23:00:00,15.55
2019-03-08 00:00:00,15.02
2019-03-08 01:00:00,14.43
2019-03-08 02:00:00,13.6
2019-03-08 03:00:00,13.02
2019-03-08 04:00:00,14.49
2019-03-08 05:00:00,16.01
2019-03-08 06:00:00,19.66
2019-03-08 07:00:00,25.06
2019-03-08 08:00:00,22.7
2019-03-08 09:00:00,23.9
2019-03-08 10:00:00,29.16
2019-03-08 11:00:00,34.93
2019-03-08 12:00:00,34.5
2019-03-08 13:00:00,28.37
2019-03-08 14:00:00,26.56
2019-03-08 15:00:00,23.32
2019-03-08 16:00:00,25.01
2019-03-08 17:00:00,22.16
2019-03-08 18:00:00,22.8
2019-03-08 19:00:00,23.84
2019-03-08 20:00:00,23.9
2019-03-08 21:00:00,21.68
2019-03-08 22:00:00,20.14
2019-03-08 23:00:00,17.24
2019-03-09 00:00:00,14.15
2019-03-09 01:00:00,15.09
2019-03-09 02:00:00,14.11
2019-03-09 03:00:00,13.92
2019-03-09 04:00:00,12.42
2019-03-09 05:00:00,12.0
2019-03-09 06:00:00,15.05
2019-03-09 07:00:00,13.5
2019-03-09 08:00:00,16.79
2019-03-09 09:00:00,23.29
2019-03-09 10:00:00,24.78
2019-03-09 11:00:00,26.23
2019-03-09 12:00:00,28.08
2019-03-09 13:00:00,30.36
2019-03-09 14:00:00,27.7
2019-03-09 15:00:00,28.36
2019-03-09 16:00:00,31.57
2019-03-09 17:00:00,35.82
2019-03-09 18:00:00,36.6
2019-03-09 19:00:00,45.0
2019-03-09 20:00:00,44.59
2019-03-09 21:00:00,30.69
2019-03-09 22:00:00,29.23
2019-03-09 23:00:00,27.4
2019-03-10 00:00:00,22.61
2019-03-10 01:00:00,25.41
2019-03-10 02:00:00,20.19
2019-03-10 04:00:00,18.65
2019-03-10 05:00:00,19.11
2019-03-10 06:00:00,19.16
2019-03-10 07:00:00,21.4
2019-03-10 08:00:00,22.19
2019-03-10 09:00:00,26.29
2019-03-10 10:00:00,26.58
2019-03-10 11:00:00,27.42
2019-03-10 12:00:00,28.14
2019-03-10 13:00:00,28.45
2019-03-10 14:00:00,28.35
2019-03-10 15:00:00,25.0
2019-03-10 16:00:00,25.0
2019-03-10 17:00:00,28.26
2019-03-10 18:00:00,27.73
2019-03-10 19:00:00,33.28
2019-03-10 20:00:00,45.0
2019-03-10 21:00:00,32.93
2019-03-10 22:00:00,28.27
2019-03-10 23:00:00,24.39
2019-03-11 00:00:00,22.42
2019-03-11 01:00:00,18.58
2019-03-11 02:00:00,18.42
2019-03-11 03:00:00,18.93
2019-03-11 04:00:00,18.26
2019-03-11 05:00:00,19.07
2019-03-11 06:00:00,22.19
2019-03-11 07:00:00,32.54
2019-03-11 08:00:00,35.96
2019-03-11 09:00:00,29.24
2019-03-11 10:00:00,31.64
2019-03-11 11:00:00,37.07
2019-03-11 12:00:00,38.16
2019-03-11 13:00:00,30.75
2019-03-11 14:00:00,30.48
2019-03-11 15:00:00,28.18
2019-03-11 16:00:00,28.2
2019-03-11 17:00:00,29.43
2019-03-11 18:00:00,30.07
2019-03-11 19:00:00,43.51
2019-03-11 20:00:00,46.03
2019-03-11 21:00:00,32.65
2019-03-11 22:00:00,27.16
2019-03-11 23:00:00,21.97
2019-03-12 00:00:00,21.15
2019-03-12 01:00:00,20.38
2019-03-12 02:00:00,19.84
2019-03-12 03:00:00,18.5
2019-03-12 04:00:00,18.1
2019-03-12 05:00:00,18.3
2019-03-12 06:00:00,19.74
2019-03-12 07:00:00,30.46
2019-03-12 08:00:00,31.23
2019-03-12 09:00:00,27.26
2019-03-12 10:00:00,34.99
2019-03-12 11:00:00,27.13
2019-03-12 12:00:00,24.91
2019-03-12 13:00:00,24.18
2019-03-12 14:00:00,22.41
2019-03-12 15:00:00,21.36
2019-03-12 16:00:00,20.78
2019-03-12 17:00:00,19.95
2019-03-12 18:00:00,21.08
2019-03-12 19:00:00,24.82
2019-03-12 20:00:00,23.66
2019-03-12 21:00:00,21.99
2019-03-12 22:00:00,18.94
2019-03-12 23:00:00,18.77
2019-03-13 00:00:00,15.9
2019-03-13 01:00:00,12.63
2019-03-13 02:00:00,11.67
2019-03-13 03:00:00,11.0
2019-03-13 04:00:00,11.11
2019-03-13 05:00:00,11.22
2019-03-13 06:00:00,13.58
2019-03-13 07:00:00,18.39
2019-03-13 08:00:00,19.92
2019-03-13 09:00:00,20.56
2019-03-13 10:00:00,20.59
2019-03-13 11:00:00,21.66
2019-03-13 12:00:00,21.45
2019-03-13 13:00:00,20.58
2019-03-13 14:00:00,24.57
2019-03-13 15:00:00,23.08
2019-03-13 16:00:00,23.19
2019-03-13 17:00:00,22.73
2019-03-13 18:00:00,23.26
2019-03-13 19:00:00,32.07
2019-03-13 20:00:00,26.02
2019-03-13 21:00:00,24.45
2019-03-13 22:00:00,17.52
2019-03-13 23:00:00,18.0
2019-03-14 00:00:00,13.61
2019-03-14 01:00:00,16.21
2019-03-14 02:00:00,14.87
2019-03-14 03:00:00,13.02
2019-03-14 04:00:00,12.56
2019-03-14 05:00:00,15.08
2019-03-14 06:00:00,18.09
2019-03-14 07:00:00,22.95
2019-03-14 08:00:00,25.82
2019-03-14 09:00:00,26.03
2019-03-14 10:00:00,24.43
2019-03-14 11:00:00,24.14
2019-03-14 12:00:00,24.48
2019-03-14 13:00:00,21.69
2019-03-14 14:00:00,21.94
2019-03-14 15:00:00,21.78
2019-03-14 16:00:00,20.87
2019-03-14 17:00:00,22.45
2019-03-14 18:00:00,23.66
2019-03-14 19:00:00,30.52
2019-03-14 20:00:00,42.27
2019-03-14 21:00:00,34.09
2019-03-14 22:00:00,22.86
2019-03-14 23:00:00,18.77
2019-03-15 00:00:00,17.55
2019-03-15 01:00:00,18.0
2019-03-15 02:00:00,16.46
2019-03-15 03:00:00,16.11
2019-03-15 04:00:00,15.17
2019-03-15 05:00:00,17.26
2019-03-15 06:00:00,20.08
2019-03-15 07:00:00,32.08
2019-03-15 08:00:00,34.38
2019-03-15 09:00:00,31.5
2019-03-15 10:00:00,33.23
2019-03-15 11:00:00,29.36
2019-03-15 12:00:00,26.5
2019-03-15 13:00:00,24.86
2019-03-15 14:00:00,24.96
2019-03-15 15:00:00,24.04
2019-03-15 16:00:00,24.62
2019-03-15 17:00:00,24.89
2019-03-15 18:00:00,28.17
2019-03-15 19:00:00,34.09
2019-03-15 20:00:00,44.78
2019-03-15 21:00:00,45.45
2019-03-15 22:00:00,33.29
2019-03-15 23:00:00,25.61
2019-03-16 00:00:00,22.76
2019-03-16 01:00:00,26.0
2019-03-16 02:00:00,23.97
2019-03-16 03:00:00,23.12
2019-03-16 04:00:00,22.23
2019-03-16 05:00:00,22.22
2019-03-16 06:00:00,25.04
2019-03-16 07:00:00,31.84
2019-03-16 08:00:00,35.0
2019-03-16 09:00:00,47.76
2019-03-16 10:00:00,57.15
2019-03-16 11:00:00,46.89
2019-03-16 12:00:00,36.63
2019-03-16 13:00:00,31.17
2019-03-16 14:00:00,25.97
2019-03-16 15:00:00,24.95
2019-03-16 16:00:00,24.63
2019-03-16 17:00:00,23.93
2019-03-16 18:00:00,26.0
2019-03-16 19:00:00,31.04
2019-03-16 20:00:00,40.38
2019-03-16 21:00:00,37.86
2019-03-16 22:00:00,31.84
2019-03-16 23:00:00,28.87
2019-03-17 00:00:00,25.55
2019-03-17 01:00:00,23.82
2019-03-17 02:00:00,23.18
2019-03-17 03:00:00,21.61
2019-03-17 04:00:00,21.6
2019-03-17 05:00:00,22.25
2019-03-17 06:00:00,22.86
2019-03-17 07:00:00,27.04
2019-03-17 08:00:00,32.57
2019-03-17 09:00:00,43.44
2019-03-17 10:00:00,47.97
2019-03-17 11:00:00,35.55
2019-03-17 12:00:00,29.9
2019-03-17 13:00:00,25.33
2019-03-17 14:00:00,23.34
2019-03-17 15:00:00,22.51
2019-03-17 16:00:00,22.41
2019-03-17 17:00:00,22.28
2019-03-17 18:00:00,24.62
2019-03-17 19:00:00,27.8
2019-03-17 20:00:00,38.63
2019-03-17 21:00:00,36.09
2019-03-17 22:00:00,27.8
2019-03-17 23:00:00,24.88
2019-03-18 00:00:00,21.23
2019-03-18 01:00:00,21.4
2019-03-18 02:00:00,20.2
2019-03-18 03:00:00,20.63
2019-03-18 04:00:00,21.6
2019-03-18 05:00:00,23.4
2019-03-18 06:00:00,33.93
2019-03-18 07:00:00,81.44
2019-03-18 08:00:00,75.73
2019-03-18 09:00:00,49.76
2019-03-18 10:00:00,50.61
2019-03-18 11:00:00,45.03
2019-03-18 12:00:00,39.94
2019-03-18 13:00:00,30.65
2019-03-18 14:00:00,27.89
2019-03-18 15:00:00,27.02
2019-03-18 16:00:00,26.8
2019-03-18 17:00:00,25.49
2019-03-18 18:00:00,26.67
2019-03-18 19:00:00,28.47
2019-03-18 20:00:00,28.68
2019-03-18 21:00:00,31.44
2019-03-18 22:00:00,24.41
2019-03-18 23:00:00,24.69
2019-03-19 00:00:00,20.96
2019-03-19 01:00:00,15.65
2019-03-19 02:00:00,15.24
2019-03-19 03:00:00,14.87
2019-03-19 04:00:00,15.26
2019-03-19 05:00:00,16.53
2019-03-19 06:00:00,20.71
2019-03-19 07:00:00,38.83
2019-03-19 08:00:00,48.0
2019-03-19 09:00:00,35.47
2019-03-19 10:00:00,33.07
2019-03-19 11:00:00,29.53
2019-03-19 12:00:00,26.01
2019-03-19 13:00:00,24.0
2019-03-19 14:00:00,22.87
2019-03-19 15:00:00,24.84
2019-03-19 16:00:00,24.79
2019-03-19 17:00:00,25.22
2019-03-19 18:00:00,24.52
2019-03-19 19:00:00,30.65
2019-03-19 20:00:00,31.53
2019-03-19 21:00:00,30.39
2019-03-19 22:00:00,25.63
2019-03-19 23:00:00,21.76
2019-03-20 00:00:00,18.24
2019-03-20 01:00:00,15.66
2019-03-20 02:00:00,15.63
2019-03-20 03:00:00,16.69
2019-03-20 04:00:00,16.69
2019-03-20 05:00:00,19.41
2019-03-20 06:00:00,22.63
2019-03-20 07:00:00,34.75
2019-03-20 08:00:00,37.52
2019-03-20 09:00:00,31.14
2019-03-20 10:00:00,28.83
2019-03-20 11:00:00,27.87
2019-03-20 12:00:00,26.57
2019-03-20 13:00:00,24.95
2019-03-20 14:00:00,24.8
2019-03-20 15:00:00,26.0
2019-03-20 16:00:00,26.42
2019-03-20 17:00:00,30.65
2019-03-20 18:00:00,32.68
2019-03-20 19:00:00,42.36
2019-03-20 20:00:00,54.24
2019-03-20 21:00:00,51.54
2019-03-20 22:00:00,29.46
2019-03-20 23:00:00,27.6
2019-03-21 00:00:00,24.62
2019-03-21 01:00:00,20.03
2019-03-21 02:00:00,18.91
2019-03-21 03:00:00,19.42
2019-03-21 04:00:00,18.67
2019-03-21 05:00:00,19.94
2019-03-21 06:00:00,23.05
2019-03-21 07:00:00,47.42
2019-03-21 08:00:00,50.6
2019-03-21 09:00:00,36.04
2019-03-21 10:00:00,36.49
2019-03-21 11:00:00,30.17
2019-03-21 12:00:00,28.66
2019-03-21 13:00:00,25.48
2019-03-21 14:00:00,26.23
2019-03-21 15:00:00,26.3
2019-03-21 16:00:00,28.34
2019-03-21 17:00:00,31.47
2019-03-21 18:00:00,31.75
2019-03-21 19:00:00,34.06
2019-03-21 20:00:00,41.42
2019-03-21 21:00:00,39.48
2019-03-21 22:00:00,26.1
2019-03-21 23:00:00,23.94
2019-03-22 00:00:00,20.14
2019-03-22 01:00:00,15.55
2019-03-22 02:00:00,14.0
2019-03-22 03:00:00,14.32
2019-03-22 04:00:00,14.14
2019-03-22 05:00:00,16.43
2019-03-22 06:00:00,19.54
2019-03-22 07:00:00,28.92
2019-03-22 08:00:00,24.93
2019-03-22 09:00:00,24.55
2019-03-22 10:00:00,27.36
2019-03-22 11:00:00,22.31
2019-03-22 12:00:00,21.53
2019-03-22 13:00:00,21.89
2019-03-22 14:00:00,22.73
2019-03-22 15:00:00,22.77
2019-03-22 16:00:00,22.89
2019-03-22 17:00:00,24.44
2019-03-22 18:00:00,23.91
2019-03-22 19:00:00,22.48
2019-03-22 20:00:00,23.75
2019-03-22 21:00:00,23.95
2019-03-22 22:00:00,21.65
2019-03-22 23:00:00,20.8
2019-03-23 00:00:00,16.26
2019-03-23 01:00:00,14.37
2019-03-23 02:00:00,13.2
2019-03-23 03:00:00,12.76
2019-03-23 04:00:00,13.15
2019-03-23 05:00:00,14.5
2019-03-23 06:00:00,15.85
2019-03-23 07:00:00,18.54
2019-03-23 08:00:00,20.01
2019-03-23 09:00:00,23.45
2019-03-23 10:00:00,24.23
2019-03-23 11:00:00,24.4
2019-03-23 12:00:00,24.39
2019-03-23 13:00:00,23.15
2019-03-23 14:00:00,23.94
2019-03-23 15:00:00,23.58
2019-03-23 16:00:00,23.61
2019-03-23 17:00:00,23.67
2019-03-23 18:00:00,25.08
2019-03-23 19:00:00,25.05
2019-03-23 20:00:00,35.0
2019-03-23 21:00:00,30.48
2019-03-23 22:00:00,23.45
2019-03-23 23:00:00,21.61
2019-03-24 00:00:00,20.21
2019-03-24 01:00:00,16.14
2019-03-24 02:00:00,14.37
2019-03-24 03:00:00,12.61
2019-03-24 04:00:00,11.82
2019-03-24 05:00:00,13.35
2019-03-24 06:00:00,14.58
2019-03-24 07:00:00,15.12
2019-03-24 08:00:00,16.5
2019-03-24 09:00:00,20.4
2019-03-24 10:00:00,21.34
2019-03-24 11:00:00,24.56
2019-03-24 12:00:00,26.08
2019-03-24 13:00:00,27.13
2019-03-24 14:00:00,28.13
2019-03-24 15:00:00,28.38
2019-03-24 16:00:00,31.34
2019-03-24 17:00:00,38.34
2019-03-24 18:00:00,37.18
2019-03-24 19:00:00,38.15
2019-03-24 20:00:00,46.77
2019-03-24 21:00:00,44.42
2019-03-24 22:00:00,28.08
2019-03-24 23:00:00,26.39
2019-03-25 00:00:00,22.13
2019-03-25 01:00:00,20.05
2019-03-25 02:00:00,18.89
2019-03-25 03:00:00,19.44
2019-03-25 04:00:00,18.65
2019-03-25 05:00:00,19.96
2019-03-25 06:00:00,23.04
2019-03-25 07:00:00,29.31
2019-03-25 08:00:00,28.12
2019-03-25 09:00:00,29.35
2019-03-25 10:00:00,28.1
2019-03-25 11:00:00,30.14
2019-03-25 12:00:00,30.72
2019-03-25 13:00:00,32.93
2019-03-25 14:00:00,32.39
2019-03-25 15:00:00,39.05
2019-03-25 16:00:00,45.56
2019-03-25 17:00:00,56.48
2019-03-25 18:00:00,43.91
2019-03-25 19:00:00,43.69
2019-03-25 20:00:00,43.47
2019-03-25 21:00:00,42.0
2019-03-25 22:00:00,29.8
2019-03-25 23:00:00,24.09
2019-03-26 00:00:00,21.1
2019-03-26 01:00:00,15.31
2019-03-26 02:00:00,14.51
2019-03-26 03:00:00,15.56
2019-03-26 04:00:00,14.73
2019-03-26 05:00:00,15.25
2019-03-26 06:00:00,17.98
2019-03-26 07:00:00,24.36
2019-03-26 08:00:00,23.88
2019-03-26 09:00:00,23.98
2019-03-26 10:00:00,25.09
2019-03-26 11:00:00,23.76
2019-03-26 12:00:00,23.53
2019-03-26 13:00:00,23.66
2019-03-26 14:00:00,23.86
2019-03-26 15:00:00,24.66
2019-03-26 16:00:00,25.75
2019-03-26 17:00:00,29.03
2019-03-26 18:00:00,26.77
2019-03-26 19:00:00,25.86
2019-03-26 20:00:00,25.86
2019-03-26 21:00:00,25.05
2019-03-26 22:00:00,19.98
2019-03-26 23:00:00,16.79
2019-03-27 00:00:00,14.68
2019-03-27 01:00:00,12.4
2019-03-27 02:00:00,9.93
2019-03-27 03:00:00,9.48
2019-03-27 04:00:00,9.89
2019-03-27 05:00:00,13.24
2019-03-27 06:00:00,14.92
2019-03-27 07:00:00,32.37
2019-03-27 08:00:00,22.0
2019-03-27 09:00:00,21.48
2019-03-27 10:00:00,25.78
2019-03-27 11:00:00,18.23
2019-03-27 12:00:00,17.56
2019-03-27 13:00:00,17.79
2019-03-27 14:00:00,19.0
2019-03-27 15:00:00,19.0
2019-03-27 16:00:00,19.39
2019-03-27 17:00:00,20.02
2019-03-27 18:00:00,18.83
2019-03-27 19:00:00,20.0
2019-03-27 20:00:00,18.45
2019-03-27 21:00:00,20.0
2019-03-27 22:00:00,18.09
2019-03-27 23:00:00,13.24
2019-03-28 00:00:00,10.68
2019-03-28 01:00:00,10.66
2019-03-28 02:00:00,10.6
2019-03-28 03:00:00,9.35
2019-03-28 04:00:00,8.95
2019-03-28 05:00:00,11.09
2019-03-28 06:00:00,13.91
2019-03-28 07:00:00,19.01
2019-03-28 08:00:00,20.0
2019-03-28 09:00:00,19.01
2019-03-28 10:00:00,19.67
2019-03-28 11:00:00,19.79
2019-03-28 12:00:00,20.73
2019-03-28 13:00:00,21.78
2019-03-28 14:00:00,21.6
2019-03-28 15:00:00,23.63
2019-03-28 16:00:00,23.38
2019-03-28 17:00:00,23.55
2019-03-28 18:00:00,24.56
2019-03-28 19:00:00,24.12
2019-03-28 20:00:00,23.61
2019-03-28 21:00:00,22.79
2019-03-28 22:00:00,21.32
2019-03-28 23:00:00,20.87
2019-03-29 00:00:00,16.82
2019-03-29 01:00:00,13.36
2019-03-29 02:00:00,11.03
2019-03-29 03:00:00,10.62
2019-03-29 04:00:00,10.92
2019-03-29 05:00:00,12.57
2019-03-29 06:00:00,14.71
2019-03-29 07:00:00,22.02
2019-03-29 08:00:00,23.0
2019-03-29 09:00:00,21.95
2019-03-29 10:00:00,20.38
2019-03-29 11:00:00,21.2
2019-03-29 12:00:00,21.72
2019-03-29 13:00:00,22.15
2019-03-29 14:00:00,23.41
2019-03-29 15:00:00,27.56
2019-03-29 16:00:00,31.09
2019-03-29 17:00:00,38.8
2019-03-29 18:00:00,29.66
2019-03-29 19:00:00,25.29
2019-03-29 20:00:00,35.68
2019-03-29 21:00:00,23.87
2019-03-29 22:00:00,20.27
2019-03-29 23:00:00,20.74
2019-03-30 00:00:00,15.97
2019-03-30 01:00:00,13.0
2019-03-30 02:00:00,11.63
2019-03-30 03:00:00,11.01
2019-03-30 04:00:00,9.96
2019-03-30 05:00:00,13.29
2019-03-30 06:00:00,12.08
2019-03-30 07:00:00,10.39
2019-03-30 08:00:00,13.0
2019-03-30 09:00:00,16.23
2019-03-30 10:00:00,19.68
2019-03-30 11:00:00,22.38
2019-03-30 12:00:00,22.87
2019-03-30 13:00:00,21.79
2019-03-30 14:00:00,20.99
2019-03-30 15:00:00,22.47
2019-03-30 16:00:00,21.25
2019-03-30 17:00:00,20.55
2019-03-30 18:00:00,20.65
2019-03-30 19:00:00,22.0
2019-03-30 20:00:00,25.68
2019-03-30 21:00:00,33.76
2019-03-30 22:00:00,22.26
2019-03-30 23:00:00,21.34
2019-03-31 00:00:00,20.16
2019-03-31 01:00:00,19.85
2019-03-31 02:00:00,19.09
2019-03-31 03:00:00,18.35
2019-03-31 04:00:00,18.67
2019-03-31 05:00:00,18.99
2019-03-31 06:00:00,18.97
2019-03-31 07:00:00,20.64
2019-03-31 08:00:00,22.81
2019-03-31 09:00:00,24.96
2019-03-31 10:00:00,30.33
2019-03-31 11:00:00,30.41
2019-03-31 12:00:00,29.59
2019-03-31 13:00:00,27.44
2019-03-31 14:00:00,25.1
2019-03-31 15:00:00,22.11
2019-03-31 16:00:00,21.82
2019-03-31 17:00:00,23.37
2019-03-31 18:00:00,25.97
2019-03-31 19:00:00,29.11
2019-03-31 20:00:00,41.45
2019-03-31 21:00:00,50.0
2019-03-31 22:00:00,32.21
